,loss,val_loss
0,238.63595581054688,2.6248726844787598
1,0.1492144912481308,2.470496892929077
2,0.13790878653526306,2.1273677349090576
3,0.11149637401103973,2.2236998081207275
4,0.15474751591682434,2.1342504024505615
5,0.42024314403533936,2.4912452697753906
6,0.3856334984302521,2.3805575370788574
7,0.5468921065330505,2.171393632888794
8,0.12576906383037567,2.041909694671631
9,0.12452530860900879,2.0224859714508057
10,0.13614808022975922,2.1712646484375
11,0.17172656953334808,2.04086971282959
12,0.08277831971645355,2.0447800159454346
13,0.17887340486049652,2.0210788249969482
14,0.10805486887693405,2.126962661743164
15,0.08391308784484863,2.0245022773742676
16,0.08238249272108078,2.099485397338867
17,0.06041610613465309,2.008448362350464
18,0.07259146124124527,2.0068533420562744
19,0.07748949527740479,2.045759439468384
20,0.048980388790369034,2.039494037628174
21,0.06427239626646042,2.0091631412506104
22,0.057368382811546326,1.9989769458770752
23,0.05106791481375694,1.9944695234298706
24,0.05257667601108551,1.9929039478302002
25,0.06287726014852524,1.9968936443328857
26,0.06733112037181854,2.033112049102783
27,0.04530448094010353,2.0239078998565674
28,0.04984947666525841,2.0081658363342285
29,0.04713135585188866,1.997506856918335
30,0.0415671281516552,1.996956706047058
31,0.04330795258283615,1.9887861013412476
32,0.03867464140057564,1.9875245094299316
33,0.04020482301712036,1.9900262355804443
34,0.04014110192656517,1.9857608079910278
35,0.04051600396633148,1.9909559488296509
36,0.04264222830533981,1.9902608394622803
37,0.04214554652571678,1.9921151399612427
38,0.03955388441681862,1.9811527729034424
39,0.03839767724275589,1.9813960790634155
